timestamp,operating_mode,event_ground_truth,flow_in,flow_out,P_st1,P_st2,P_st3,P_st4,P_st5,P_st6,P_st1_dp_dt,P_st2_dp_dt,P_st3_dp_dt,P_st4_dp_dt,P_st5_dp_dt,P_st6_dp_dt,P_st1_var,P_st2_var,P_st3_var,P_st4_var,P_st5_var,P_st6_var,diff_st1_st2,diff_st2_st3,diff_st3_st4,diff_st4_st5,diff_st5_st6,grad_st1_st2,grad_st2_st3,grad_st3_st4,grad_st4_st5,grad_st5_st6,grad_total,raw_flow_imbalance,mean_dp_dt,linepack_rate,corrected_flow_imbalance
0.0,Flowing,NORMAL,500.68,499.45,50.04,41.989,34.052,26.122,17.981,9.981,0.8599999999999852,0.7200000000000273,-0.899999999999963,-0.7900000000000063,-0.18000000000000682,-0.18000000000000682,0.0,0.0,0.0,0.0,0.0,0.0,8.051000000000002,7.936999999999998,7.93,8.140999999999998,8.000000000000002,0.4025500000000001,0.39684999999999987,0.39649999999999996,0.4070499999999999,0.4000000000000001,0.40059,1.2300000000000182,-0.07833333333332841,-1.174999999999926,2.4049999999999443
0.1,Flowing,NORMAL,499.81,501.04,50.126,42.061,33.962,26.043,17.963,9.963,-0.10500000000000398,-0.7099999999999795,-0.9499999999999886,-0.835000000000008,-0.3100000000000058,0.22000000000000242,0.003697999999999873,0.0025920000000001966,0.004049999999999988,0.0031205000000000494,0.00016200000000001229,0.00016200000000001229,8.064999999999998,8.098999999999997,7.919000000000004,8.079999999999998,8.000000000000002,0.4032499999999999,0.4049499999999998,0.3959500000000002,0.4039999999999999,0.4000000000000001,0.40163,-1.2300000000000182,-0.4483333333333306,-6.724999999999959,5.494999999999941
0.2,Flowing,NORMAL,500.49,499.7,50.019,41.847,33.862,25.955,17.919,10.025,-0.9949999999999903,-0.8699999999999974,0.7749999999999702,-0.3049999999999997,0.2099999999999902,-0.3849999999999998,0.0032143333333333477,0.011857333333332897,0.0090333333333338,0.006979000000000133,0.0010173333333333685,0.0010173333333333685,8.171999999999997,7.984999999999999,7.907000000000004,8.035999999999998,7.894,0.40859999999999985,0.39925,0.3953500000000002,0.4017999999999999,0.3947,0.39994,0.7900000000000205,-0.26166666666667115,-3.9250000000000673,4.715000000000088
0.3,Flowing,NORMAL,500.42,500.03,49.927,41.887,34.117,25.982,18.005,9.886,-0.3149999999999764,0.8099999999999952,0.22999999999999687,0.3750000000000142,0.16500000000000625,-0.2400000000000002,0.0066766666666666745,0.009451999999999577,0.01228958333333284,0.005493666666666785,0.001320000000000002,0.003364916666666704,8.04,7.770000000000003,8.134999999999998,7.977,8.119,0.40199999999999997,0.3885000000000002,0.4067499999999999,0.39885000000000004,0.40595,0.40041,0.3900000000000432,0.1708333333333393,2.5625000000000897,-2.1725000000000465
0.4,Flowing,NORMAL,499.39,499.91,49.956,42.009,33.908,26.03,17.952,9.977,0.1249999999999929,1.305000000000014,-0.589999999999975,-0.33500000000000085,0.3049999999999997,0.08000000000000007,0.006044299999999829,0.007882799999999766,0.010846199999999764,0.004124300000000087,0.001034999999999981,0.0025588000000000316,7.947000000000003,8.100999999999999,7.878,8.078,7.975000000000001,0.39735000000000015,0.40504999999999997,0.39390000000000003,0.4039,0.39875000000000005,0.39979,-0.5200000000000387,0.14833333333333845,2.225000000000077,-2.7450000000001156
0.5,Flowing,NORMAL,499.57,498.93,49.952,42.148,33.999,25.915,18.066,9.902,0.3049999999999997,-0.8299999999999841,-0.0700000000000145,-0.0700000000000145,0.5349999999999966,0.18499999999999517,0.0054678666666665,0.012284966666666782,0.008735866666666479,0.0053677666666668315,0.0025620000000000074,0.0027382666666666998,7.803999999999995,8.149000000000001,8.084000000000003,7.849,8.164,0.39019999999999977,0.40745000000000003,0.40420000000000017,0.39245,0.4082,0.40049999999999997,0.6399999999999864,0.009166666666663067,0.137499999999946,0.5025000000000404
0.6,Flowing,NORMAL,500.72,499.79,50.017,41.843,33.894,26.016,18.059,10.014,0.1950000000000074,-0.8600000000000207,-0.5850000000000222,0.13500000000000512,-0.5149999999999899,0.915000000000008,0.00458323809523798,0.013331476190476107,0.008419952380952335,0.004482666666666799,0.003004142857142929,0.0027680000000000365,8.174,7.949000000000005,7.878,7.956999999999997,8.045000000000002,0.40869999999999995,0.39745000000000025,0.39390000000000003,0.39784999999999987,0.4022500000000001,0.40003,0.9300000000000068,-0.11916666666666871,-1.7875000000000307,2.7175000000000376
0.7,Flowing,NORMAL,502.17,499.45,49.991,41.976,33.882,25.942,17.963,10.085,0.04999999999999005,0.07999999999999119,0.660000000000025,-0.23499999999998522,-0.5649999999999977,0.1750000000000007,0.003953999999999889,0.011432857142857073,0.008197714285714407,0.004403410714285821,0.0026811428571428993,0.004202696428571511,8.015,8.094000000000001,7.939999999999998,7.978999999999999,7.878,0.40075000000000005,0.40470000000000006,0.3969999999999999,0.39894999999999997,0.39390000000000003,0.39905999999999997,2.7200000000000273,0.027500000000004004,0.41250000000006004,2.3074999999999672
0.8,Flowing,NORMAL,501.45,499.17,50.027,41.859,34.026,25.969,17.946,10.049,0.4550000000000054,0.49500000000001876,0.25500000000000966,0.16500000000000625,0.3200000000000003,-0.03500000000000725,0.0035211111111110344,0.0113727499999999,0.007664361111111171,0.003964111111111189,0.0025466944444444604,0.004219861111111182,8.168,7.832999999999998,8.057000000000002,8.023,7.897000000000002,0.4084,0.39164999999999994,0.4028500000000001,0.40115,0.3948500000000001,0.39978,2.2799999999999727,0.27583333333333887,4.137500000000083,-1.85750000000011
0.9,Flowing,NORMAL,498.65,498.73,50.082,42.075,33.933,25.975,18.027,10.078,-0.32499999999998863,0.6299999999999883,-0.57500000000001,-0.3250000000000064,0.5949999999999989,0.29500000000000526,0.003705788888888838,0.011485822222222183,0.006927611111111201,0.003572544444444499,0.0024505444444444698,0.004581111111111182,8.006999999999998,8.142000000000003,7.957999999999998,7.948,7.949000000000002,0.4003499999999999,0.40710000000000013,0.3978999999999999,0.39740000000000003,0.3974500000000001,0.40004000000000006,-0.08000000000004093,0.04916666666666458,0.7374999999999687,-0.8175000000000097
